date,open,high,low,close,volume
2018-01-30,144.74,145.15,144.15,144.38,4898220
2018-01-31,144.94,145.24,143.79,144.43,4670400
2018-02-01,143.98,145.02,143.8359,144.37,2924847
2018-02-02,143.51,143.68,141.24,141.3,5323550
2018-02-05,140.21,141.3999,135.15,135.74,10357428
2018-02-06,133.26,138.2424,132.5,137.96,10791175
2018-02-07,137.83,139.56,137.35,137.35,6176267
2018-02-08,137.53,137.8,132.35,132.41,7683298
2018-02-09,133.9,135.21,129.841,134.23,9474028
2018-02-12,135.35,136.85,134.23,136.02,4251913
2018-02-13,135.34,136.7,135.01,136.45,2973177
2018-02-14,135.62,138.55,135.57,138.36,3076820
2018-02-15,139.33,140.05,137.95,140.05,2853211
2018-02-16,139.68,141.2289,139.67,140.11,2813489
2018-02-20,139.56,140.4399,138.8201,139.27,2490012
2018-02-21,139.45,140.96,138.61,138.62,2182218
2018-02-22,139.19,140.09,138.38,138.71,2111956
2018-02-23,139.45,140.86,139.1395,140.86,1439896
2018-02-26,141.5,142.4101,141.04,142.34,1765701
2018-02-27,142.41,142.86,140.55,140.55,2305363
2018-02-28,141.18,141.4,138.97,139.0,2290851
2018-03-01,139.07,139.88,136.401,137.35,4846702
